סמל_ישוב,שם_ישוב,סמל_נפה,נפה,קוד_לשכת_מנא,לשכת_מנא,קוד_מועצה_אזורית,מועצה_אזורית,סהכ,גיל_0_5,גיל_6_18,גיל_19_45,גיל_46_55,גיל_56_64,גיל_65_פלוס
295 ,כפר רופין ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות ,652 ,46 ,153 ,201 ,95 ,37 ,120
296 ,נווה איתן ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות ,317 ,34 ,59 ,103 ,33 ,24 ,64
297 ,כפר מסריק ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,904 ,66 ,178 ,287 ,134 ,66 ,173
298 ,מסילות ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות ,620 ,44 ,118 ,142 ,76 ,47 ,193
300 ,דליה ,23 ,עפולה ,23 ,עפולה ,13 ,מגידו ,1053 ,72 ,235 ,297 ,149 ,71 ,229
301 ,בית עוזיאל ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,688 ,50 ,142 ,214 ,111 ,71 ,100
302 ,דפנה ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,1125 ,73 ,228 ,428 ,151 ,64 ,181
303 ,דן ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,881 ,67 ,196 ,311 ,109 ,47 ,151
304 ,שדה אליהו ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות ,973 ,102 ,198 ,371 ,66 ,67 ,169
305 ,גשר ,22 ,כנרת ,22 ,טבריה ,7 ,עמק המעיינות ,582 ,49 ,110 ,170 ,60 ,46 ,147
306 ,שדמות דבורה ,22 ,כנרת ,22 ,טבריה ,3 ,הגליל התחתון ,822 ,41 ,207 ,231 ,168 ,65 ,110
307 ,הזורעים ,22 ,כנרת ,22 ,טבריה ,3 ,הגליל התחתון ,1342 ,183 ,467 ,418 ,125 ,34 ,115
308 ,מחניים ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,853 ,40 ,205 ,247 ,126 ,68 ,167
309 ,נהורה ,61 ,אשקלון ,61 ,אשקלון ,50 ,לכיש ,1288 ,100 ,259 ,470 ,141 ,135 ,183
310 ,כפר גליקסון ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,465 ,23 ,128 ,121 ,69 ,34 ,90
311 ,גן שורק ,44 ,רחובות ,44 ,רחובות ,27 ,גן רווה ,381 ,36 ,73 ,111 ,56 ,37 ,68
312 ,נווה ים ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,443 ,37 ,115 ,131 ,64 ,27 ,69
313 ,אפק ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,886 ,63 ,233 ,266 ,136 ,54 ,134
315 ,נגבה ,61 ,אשקלון ,61 ,אשקלון ,35 ,יואב ,1091 ,54 ,268 ,312 ,201 ,63 ,193
316 ,כפר נטר ,41 ,השרון ,41 ,נתניה ,19 ,חוף השרון ,1089 ,67 ,273 ,322 ,193 ,86 ,148
317 ,בית אורן ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,598 ,66 ,117 ,212 ,54 ,47 ,102
318 ,עמיעוז ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,326 ,29 ,56 ,111 ,38 ,38 ,54
319 ,עמיר ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,791 ,58 ,145 ,262 ,97 ,66 ,163
320 ,כפר ורבורג ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,1210 ,74 ,272 ,390 ,181 ,115 ,178
322 ,בית הלל ,21 ,צפת ,21 ,צפת ,55 ,מבואות החרמון ,1088 ,76 ,160 ,571 ,101 ,55 ,125
324 ,שאר ישוב ,21 ,צפת ,21 ,צפת ,55 ,מבואות החרמון ,735 ,46 ,105 ,356 ,73 ,58 ,97
325 ,מצובה ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,1302 ,29 ,293 ,419 ,249 ,112 ,200
326 ,בית יצחק-שער חפר ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,2389 ,168 ,498 ,690 ,337 ,214 ,482
327 ,שדות ים ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,1178 ,101 ,280 ,379 ,147 ,82 ,189
328 ,עזוז ,62 ,באר שבע ,62 ,באר שבע ,48 ,רמת נגב ,93 ,8 ,12 ,38 ,10 ,15 ,10
329 ,שדה נחמיה ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,1193 ,49 ,273 ,393 ,192 ,111 ,175
330 ,אלומות ,22 ,כנרת ,22 ,טבריה ,6 ,עמק הירדן ,536 ,38 ,148 ,166 ,72 ,25 ,87
331 ,ניר צבי ,43 ,רמלה ,43 ,רמלה ,40 ,שדות דן ,1285 ,76 ,298 ,359 ,193 ,115 ,244
334 ,קבוצת יבנה ,44 ,רחובות ,44 ,רחובות ,29 ,חבל יבנה ,854 ,78 ,182 ,287 ,73 ,62 ,172
335 ,רמת השופט ,23 ,עפולה ,23 ,עפולה ,13 ,מגידו ,1244 ,80 ,272 ,372 ,226 ,94 ,200
336 ,דורות ,61 ,אשקלון ,61 ,אשקלון ,37 ,שער הנגב ,896 ,65 ,205 ,291 ,121 ,33 ,181
338 ,איבים ,61 ,אשקלון ,61 ,אשקלון ,37 ,שער הנגב ,397 ,21 ,88 ,224 ,44 ,9 ,11
339 ,רמת צבי ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,801 ,60 ,237 ,230 ,110 ,50 ,114
340 ,גת )קיבוץ( ,61 ,אשקלון ,61 ,אשקלון ,35 ,יואב ,1050 ,56 ,307 ,269 ,166 ,75 ,177
342 ,גברעם ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,757 ,78 ,224 ,246 ,92 ,42 ,75
343 ,חמדיה ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות ,543 ,52 ,117 ,172 ,77 ,28 ,97
344 ,מענית ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,973 ,70 ,252 ,287 ,150 ,63 ,151
345 ,כפר סאלד ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,748 ,51 ,165 ,241 ,116 ,59 ,116
346 ,גליל ים ,51 ,תל אביב ,57 ,הרצליה ,19 ,חוף השרון ,591 ,56 ,141 ,180 ,73 ,38 ,103
347 ,מנרה ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,298 ,26 ,52 ,109 ,24 ,23 ,64
348 ,ניר עם ,61 ,אשקלון ,61 ,אשקלון ,37 ,שער הנגב ,794 ,72 ,170 ,317 ,77 ,59 ,99
351 ,ניצן ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,2718 ,242 ,781 ,970 ,249 ,208 ,268
352 ,גבולות ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,518 ,34 ,116 ,162 ,55 ,37 ,114
353 ,בית זיד ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,122 ,2 ,17 ,30 ,12 ,16 ,45
354 ,רביבים ,62 ,באר שבע ,62 ,באר שבע ,48 ,רמת נגב ,970 ,52 ,165 ,357 ,105 ,83 ,208
355 ,חורשים ,42 ,פתח תקווה ,349 ,ראש העין ,20 ,דרום השרון ,443 ,27 ,81 ,127 ,56 ,48 ,104
356 ,הגושרים ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,1326 ,108 ,291 ,487 ,156 ,107 ,177
357 ,כפר בלום ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,1066 ,59 ,227 ,298 ,160 ,76 ,246
358 ,יד מרדכי ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,1058 ,85 ,182 ,356 ,120 ,68 ,247
359 ,ניצנים ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,744 ,70 ,197 ,224 ,72 ,38 ,143
360 ,גבעת ניל"י ,32 ,חדרה ,32 ,חדרה ,45 ,אלונה ,634 ,46 ,125 ,209 ,96 ,62 ,96
362 ,רוחמה ,61 ,אשקלון ,61 ,אשקלון ,37 ,שער הנגב ,844 ,60 ,191 ,249 ,121 ,40 ,183
363 ,חפץ חיים ,44 ,רחובות ,44 ,רחובות ,31 ,נחל שורק ,738 ,97 ,239 ,248 ,57 ,23 ,74
364 ,כפר אוריה ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,842 ,39 ,228 ,243 ,164 ,73 ,95
365 ,בית קשת ,22 ,כנרת ,22 ,טבריה ,3 ,הגליל התחתון ,856 ,51 ,241 ,223 ,158 ,72 ,111
366 ,שמיר ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,1015 ,80 ,184 ,348 ,122 ,100 ,181
367 ,עין העמק ,23 ,עפולה ,23 ,עפולה ,13 ,מגידו ,882 ,64 ,178 ,287 ,128 ,89 ,136
368 ,ביריה ,21 ,צפת ,21 ,צפת ,2 ,מרום הגליל ,919 ,85 ,208 ,319 ,91 ,62 ,154
369 ,גלעד )אבן יצחק( ,23 ,עפולה ,23 ,עפולה ,13 ,מגידו ,599 ,36 ,154 ,142 ,97 ,43 ,127
370 ,גזר ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,592 ,55 ,90 ,210 ,52 ,41 ,144
371 ,כדורי ,22 ,כנרת ,22 ,טבריה ,3 ,הגליל התחתון ,84 ,3 ,21 ,35 ,12 ,2 ,11
372 ,רמות נפתלי ,21 ,צפת ,21 ,צפת ,55 ,מבואות החרמון ,595 ,35 ,75 ,212 ,76 ,89 ,108
373 ,בית הלוי ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,831 ,62 ,196 ,254 ,122 ,60 ,137
374 ,חוקוק ,22 ,כנרת ,22 ,טבריה ,6 ,עמק הירדן ,855 ,60 ,231 ,255 ,128 ,65 ,116
375 ,מגל ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,1441 ,76 ,356 ,426 ,280 ,126 ,177
376 ,עברון ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,1077 ,100 ,221 ,351 ,141 ,68 ,196
377 ,המעפיל ,41 ,השרון ,32 ,חדרה ,16 ,עמק חפר ,1081 ,77 ,249 ,346 ,165 ,100 ,144
378 ,משגב עם ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,386 ,32 ,59 ,177 ,33 ,32 ,53
379 ,גאולים ,41 ,השרון ,41 ,נתניה ,18 ,לב השרון ,972 ,68 ,180 ,306 ,142 ,107 ,169
380 ,להבות הבשן ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,976 ,49 ,185 ,326 ,133 ,112 ,171
382 ,מכמורת ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,1594 ,94 ,348 ,459 ,244 ,129 ,320
383 ,עין הנצי"ב ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות ,792 ,99 ,223 ,263 ,57 ,38 ,112
385 ,עמיעד ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,742 ,65 ,153 ,217 ,85 ,57 ,165
386 ,בני דרור ,41 ,השרון ,41 ,נתניה ,18 ,לב השרון ,1298 ,62 ,221 ,278 ,120 ,87 ,530
387 ,כפר מונש ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,955 ,70 ,237 ,281 ,133 ,84 ,150
388 ,כפר קיש ,22 ,כנרת ,22 ,טבריה ,3 ,הגליל התחתון ,836 ,58 ,229 ,245 ,129 ,71 ,104
389 ,בצרה ,41 ,השרון ,41 ,נתניה ,19 ,חוף השרון ,1107 ,78 ,240 ,328 ,156 ,133 ,172
390 ,רגבה ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,1101 ,45 ,221 ,330 ,154 ,98 ,253
392 ,קדמה ,61 ,אשקלון ,61 ,אשקלון ,35 ,יואב ,39 ,6 ,7 ,16 ,3 ,2 ,5
393 ,גלאון ,61 ,אשקלון ,61 ,אשקלון ,35 ,יואב ,773 ,56 ,213 ,188 ,109 ,52 ,155
394 ,שובל ,62 ,באר שבע ,62 ,באר שבע ,41 ,בני שמעון ,1022 ,88 ,251 ,282 ,157 ,74 ,170
395 ,משמר הנגב ,62 ,באר שבע ,62 ,באר שבע ,41 ,בני שמעון ,1344 ,78 ,314 ,366 ,190 ,108 ,288
396 ,נבטים ,62 ,באר שבע ,62 ,באר שבע ,41 ,בני שמעון ,1158 ,85 ,255 ,407 ,139 ,112 ,160
397 ,חצרים ,62 ,באר שבע ,62 ,באר שבע ,41 ,בני שמעון ,1147 ,80 ,213 ,368 ,141 ,93 ,252
398 ,שרשרת ,62 ,באר שבע ,62 ,באר שבע ,39 ,שדות נגב ,440 ,54 ,101 ,153 ,36 ,34 ,62
399 ,בארי ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,1220 ,101 ,270 ,439 ,122 ,98 ,190
400 ,אבן שמואל ,61 ,אשקלון ,61 ,אשקלון ,34 ,שפיר ,2056 ,179 ,657 ,735 ,247 ,103 ,135
402 ,ניר יצחק ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,696 ,50 ,113 ,249 ,52 ,55 ,177
403 ,אורים ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,598 ,36 ,84 ,178 ,73 ,46 ,181
405 ,נווה אילן ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,1133 ,66 ,234 ,356 ,180 ,82 ,215
406 ,חצור-אשדוד ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,1104 ,86 ,232 ,336 ,148 ,60 ,242
407 ,דברת ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,689 ,59 ,203 ,204 ,96 ,40 ,87
408 ,נאות מרדכי ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,822 ,74 ,179 ,258 ,104 ,49 ,158
409 ,יחיעם ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,962 ,47 ,245 ,273 ,192 ,41 ,164
412 ,קרית שלמה ,41 ,השרון ,41 ,נתניה ,19 ,חוף השרון ,8 ,0 ,0 ,0 ,0 ,1 ,7
413 ,צאלים ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,509 ,27 ,91 ,145 ,83 ,43 ,120
414 ,קלחים ,62 ,באר שבע ,62 ,באר שבע ,42 ,מרחבים ,666 ,50 ,193 ,209 ,126 ,33 ,55
415 ,שוקדה ,62 ,באר שבע ,62 ,באר שבע ,39 ,שדות נגב ,814 ,108 ,330 ,285 ,37 ,21 ,33
416 ,מעין ברוך ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,844 ,58 ,141 ,366 ,81 ,57 ,141
417 ,יקום ,41 ,השרון ,41 ,נתניה ,19 ,חוף השרון ,891 ,77 ,203 ,263 ,139 ,61 ,148
418 ,בני ציון ,41 ,השרון ,41 ,נתניה ,19 ,חוף השרון ,1187 ,70 ,241 ,378 ,170 ,134 ,194
419 ,סעד ,62 ,באר שבע ,62 ,באר שבע ,39 ,שדות נגב ,1062 ,114 ,255 ,395 ,97 ,58 ,143
421 ,משאבי שדה ,62 ,באר שבע ,62 ,באר שבע ,48 ,רמת נגב ,672 ,50 ,142 ,199 ,57 ,76 ,148
422 ,חרב לאת ,41 ,השרון ,32 ,חדרה ,16 ,עמק חפר ,872 ,67 ,192 ,262 ,119 ,79 ,153
423 ,העוגן ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,998 ,66 ,226 ,262 ,149 ,56 ,239
424 ,גבים ,61 ,אשקלון ,61 ,אשקלון ,37 ,שער הנגב ,699 ,47 ,137 ,267 ,95 ,67 ,86
425 ,משמרת ,41 ,השרון ,41 ,נתניה ,18 ,לב השרון ,945 ,58 ,192 ,293 ,149 ,137 ,116
426 ,עין כרמל ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,917 ,64 ,216 ,282 ,169 ,80 ,106
427 ,כפר גלים ,31 ,חיפה ,31 ,חיפה ,15 ,חוף הכרמל ,170 ,11 ,32 ,84 ,24 ,9 ,10
428 ,ברור חיל ,61 ,אשקלון ,61 ,אשקלון ,37 ,שער הנגב ,1167 ,59 ,244 ,373 ,171 ,113 ,207
429 ,אלוני אבא ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,1032 ,35 ,218 ,328 ,192 ,128 ,131
430 ,בית לחם הגלילית ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,865 ,64 ,170 ,276 ,101 ,81 ,173
431 ,דלתון ,21 ,צפת ,21 ,צפת ,2 ,מרום הגליל ,1046 ,117 ,223 ,410 ,93 ,105 ,98
432 ,שמרת ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,729 ,46 ,186 ,218 ,101 ,45 ,133
433 ,נחשולים ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,783 ,53 ,183 ,233 ,115 ,76 ,123
434 ,החותרים ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,985 ,90 ,245 ,300 ,135 ,56 ,159
435 ,נצר סרני ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,1143 ,102 ,317 ,320 ,166 ,49 ,189
436 ,עין דור ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,1441 ,69 ,351 ,399 ,196 ,117 ,309
437 ,רשפים ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות ,1292 ,103 ,440 ,413 ,154 ,60 ,122
439 ,שלוחות ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות ,634 ,72 ,169 ,212 ,19 ,37 ,125
440 ,יסודות ,44 ,רחובות ,44 ,רחובות ,31 ,נחל שורק ,889 ,120 ,354 ,279 ,57 ,14 ,65
442 ,גדעונה ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,537 ,54 ,145 ,179 ,75 ,26 ,58
443 ,כפר הנשיא ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,987 ,63 ,168 ,278 ,120 ,101 ,257
444 ,רגבים ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,767 ,52 ,198 ,192 ,116 ,49 ,160
445 ,רמות מנשה ,23 ,עפולה ,23 ,עפולה ,13 ,מגידו ,1500 ,90 ,370 ,447 ,268 ,147 ,178
446 ,אודים ,41 ,השרון ,41 ,נתניה ,19 ,חוף השרון ,1133 ,76 ,233 ,362 ,170 ,121 ,171
447 ,נורדיה ,41 ,השרון ,41 ,נתניה ,18 ,לב השרון ,2009 ,119 ,344 ,480 ,197 ,156 ,713
448 ,בני עטרות ,42 ,פתח תקווה ,42 ,פתח תקוה ,25 ,חבל מודיעין ,910 ,69 ,212 ,286 ,138 ,73 ,132
449 ,נחלים ,42 ,פתח תקווה ,42 ,פתח תקוה ,25 ,חבל מודיעין ,1499 ,181 ,364 ,493 ,126 ,89 ,246
450 ,בארות יצחק ,42 ,פתח תקווה ,42 ,פתח תקוה ,25 ,חבל מודיעין ,582 ,57 ,101 ,184 ,49 ,50 ,141
452 ,יזרעאל ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,817 ,47 ,150 ,194 ,131 ,69 ,226
453 ,יפתח ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,799 ,43 ,165 ,265 ,110 ,60 ,156
454 ,סער ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,1072 ,74 ,247 ,361 ,168 ,92 ,130
456 ,שורש ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,1278 ,57 ,171 ,257 ,108 ,112 ,573
457 ,גזית ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,945 ,65 ,202 ,267 ,142 ,70 ,199
460 ,רמת רזיאל ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,703 ,49 ,146 ,210 ,98 ,66 ,134
462 ,טל שחר ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,1287 ,110 ,318 ,422 ,174 ,104 ,159
463 ,געתון ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,904 ,72 ,204 ,266 ,140 ,60 ,162
464 ,הראל ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,353 ,29 ,54 ,101 ,37 ,32 ,100
465 ,צובה ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,809 ,49 ,140 ,283 ,96 ,78 ,163
466 ,בית דגן ,43 ,רמלה ,43 ,רמלה ,0 , ,7713 ,596 ,1457 ,2765 ,955 ,828 ,1112
469 ,קרית עקרון ,44 ,רחובות ,44 ,רחובות ,0 , ,11235 ,847 ,2181 ,3867 ,1260 ,1113 ,1967
472 ,אבו גוש ,11 ,ירושלים ,11 ,ירושלים ,0 , ,8997 ,805 ,2038 ,3638 ,978 ,716 ,822
473 ,אבו סנאן ,24 ,עכו ,24 ,עכו ,0 , ,14976 ,1236 ,2982 ,6353 ,1831 ,1220 ,1354
475 ,דחי ,23 ,עפולה ,23 ,עפולה ,66 ,בוסתאן אל-מרג' ,776 ,52 ,153 ,319 ,112 ,65 ,75
478 ,אכסאל ,23 ,עפולה ,23 ,עפולה ,0 , ,16259 ,1440 ,3755 ,6927 ,1837 ,1238 ,1062
480 ,בית ג'ן ,24 ,עכו ,20 ,כרמיאל ,0 , ,13148 ,975 ,2516 ,5673 ,1623 ,1107 ,1254
481 ,מגאר ,22 ,כנרת ,22 ,טבריה ,0 , ,25356 ,2145 ,5223 ,11049 ,2957 ,2035 ,1947
482 ,בועיינה-נוג'ידאת ,25 ,נצרת ,25 ,נוף הגליל ,0 , ,11275 ,1060 ,2646 ,4932 ,1265 ,738 ,634
483 ,בענה ,24 ,עכו ,24 ,עכו ,0 , ,9000 ,708 ,1915 ,3946 ,1081 ,709 ,641
485 ,ג'ולס ,24 ,עכו ,24 ,עכו ,0 , ,7080 ,558 ,1290 ,3024 ,896 ,641 ,671
487 ,ג'ש )גוש חלב( ,21 ,צפת ,21 ,צפת ,0 , ,3453 ,222 ,571 ,1309 ,451 ,412 ,488
489 ,דבוריה ,23 ,עפולה ,23 ,עפולה ,0 , ,11518 ,974 ,2503 ,4848 ,1205 ,1061 ,927
490 ,דייר אל-אסד ,24 ,עכו ,24 ,עכו ,0 , ,13879 ,1220 ,3113 ,6010 ,1524 ,1005 ,1007
492 ,דייר חנא ,24 ,עכו ,24 ,עכו ,0 , ,11562 ,930 ,2341 ,4956 ,1335 ,1009 ,991
493 ,דייר ראפאת ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,88 ,4 ,27 ,37 ,10 ,4 ,6
494 ,דאלית אל-כרמל ,31 ,חיפה ,31 ,חיפה ,0 , ,18928 ,1305 ,3614 ,7471 ,2591 ,1862 ,2085
496 ,חורפיש ,24 ,עכו ,24 ,עכו ,0 , ,7165 ,600 ,1455 ,3046 ,897 ,577 ,590
497 ,טייבה )בעמק( ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,2132 ,247 ,505 ,899 ,229 ,135 ,117
498 ,טורעאן ,25 ,נצרת ,25 ,נוף הגליל ,0 , ,15917 ,1424 ,3682 ,6666 ,1730 ,1222 ,1193
499 ,יפיע ,25 ,נצרת ,25 ,נוף הגליל ,0 , ,20884 ,1817 ,4459 ,8639 ,2410 ,1789 ,1770
502 ,ירכא ,24 ,עכו ,24 ,עכו ,0 , ,17315 ,1411 ,3713 ,7524 ,1976 ,1361 ,1330
504 ,כאבול ,24 ,עכו ,24 ,עכו ,0 , ,13604 ,1202 ,3025 ,5814 ,1571 ,1112 ,880
505 ,כאוכב אבו אל-היג'א ,24 ,עכו ,24 ,עכו ,0 , ,4200 ,291 ,950 ,1708 ,532 ,364 ,355
507 ,כפר יאסיף ,24 ,עכו ,24 ,עכו ,0 , ,11312 ,767 ,2147 ,4563 ,1394 ,1072 ,1369
508 ,כפר כמא ,22 ,כנרת ,22 ,טבריה ,0 , ,3764 ,315 ,673 ,1469 ,458 ,303 ,546
509 ,כפר כנא ,25 ,נצרת ,25 ,נוף הגליל ,0 , ,25673 ,2500 ,6033 ,10813 ,2674 ,1806 ,1847
510 ,כפר מנדא ,24 ,עכו ,25 ,נוף הגליל ,0 , ,23131 ,2452 ,5716 ,10164 ,2184 ,1431 ,1184
511 ,עילוט ,25 ,נצרת ,25 ,נוף הגליל ,0 , ,9491 ,959 ,2345 ,4020 ,1026 ,644 ,497
512 ,כפר מצר ,25 ,נצרת ,23 ,עפולה ,66 ,בוסתאן אל-מרג' ,2962 ,265 ,643 ,1285 ,334 ,239 ,196
514 ,עין ראפה ,11 ,ירושלים ,11 ,ירושלים ,26 ,מטה יהודה ,1417 ,124 ,342 ,592 ,154 ,107 ,98
516 ,מג'ד אל-כרום ,24 ,עכו ,24 ,עכו ,0 , ,16663 ,1257 ,3509 ,7291 ,2021 ,1353 ,1232
517 ,מזרעה ,24 ,עכו ,24 ,עכו ,0 , ,4416 ,407 ,836 ,1870 ,418 ,408 ,477
518 ,מעיליא ,24 ,עכו ,24 ,עכו ,0 , ,3446 ,208 ,537 ,1294 ,486 ,366 ,555
520 ,משהד ,25 ,נצרת ,25 ,נוף הגליל ,0 , ,9554 ,937 ,2297 ,4135 ,924 ,620 ,641
521 ,עין נקובא ,11 ,ירושלים ,11 ,ירושלים ,26 ,מטה יהודה ,4383 ,525 ,1209 ,1843 ,392 ,236 ,178
522 ,נחף ,24 ,עכו ,20 ,כרמיאל ,0 , ,14836 ,1393 ,3472 ,6546 ,1555 ,1025 ,845
523 ,ניין ,23 ,עפולה ,23 ,עפולה ,66 ,בוסתאן אל-מרג' ,2182 ,226 ,430 ,917 ,250 ,160 ,199
524 ,נאעורה ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,2646 ,238 ,662 ,1115 ,298 ,166 ,167
525 ,סאג'ור ,24 ,עכו ,20 ,כרמיאל ,0 , ,4686 ,380 ,941 ,2083 ,622 ,337 ,323
526 ,סולם ,23 ,עפולה ,23 ,עפולה ,66 ,בוסתאן אל-מרג' ,3212 ,304 ,699 ,1351 ,360 ,238 ,260
527 ,שזור ,24 ,עכו ,21 ,צפת ,2 ,מרום הגליל ,352 ,20 ,48 ,127 ,35 ,31 ,91
528 ,עוזייר ,25 ,נצרת ,25 ,נוף הגליל ,65 ,אל-בטוף ,3724 ,425 ,902 ,1597 ,393 ,220 ,187
529 ,אעבלין ,24 ,עכו ,24 ,עכו ,0 , ,14271 ,1090 ,2998 ,5948 ,1726 ,1247 ,1262
530 ,עיילבון ,22 ,כנרת ,22 ,טבריה ,0 , ,6012 ,428 ,1159 ,2379 ,745 ,530 ,771
531 ,עראבה ,24 ,עכו ,24 ,עכו ,0 , ,29270 ,2619 ,6913 ,12576 ,3194 ,2097 ,1871
532 ,עין מאהל ,25 ,נצרת ,25 ,נוף הגליל ,0 , ,14960 ,1353 ,3308 ,6368 ,1623 ,1225 ,1083
534 ,עספיא ,31 ,חיפה ,31 ,חיפה ,0 , ,13396 ,868 ,2489 ,5306 ,1831 ,1288 ,1614
535 ,פסוטה ,24 ,עכו ,24 ,עכו ,0 , ,3630 ,198 ,637 ,1407 ,511 ,370 ,507
536 ,פקיעין )בוקייעה( ,24 ,עכו ,24 ,עכו ,0 , ,6489 ,450 ,1166 ,2706 ,814 ,597 ,756
537 ,פוריידיס ,32 ,חדרה ,32 ,חדרה ,0 , ,14305 ,1187 ,3397 ,5938 ,1645 ,1107 ,1031
538 ,שעב ,24 ,עכו ,24 ,עכו ,0 , ,8191 ,788 ,1811 ,3501 ,889 ,705 ,497
539 ,רומאנה ,25 ,נצרת ,25 ,נוף הגליל ,65 ,אל-בטוף ,1391 ,153 ,339 ,637 ,124 ,86 ,52
